As Loterias - www.asloterias.com.br - Todos Resultados da TimeMania;;;;;;;;;
Este arquivo foi baixado no site www.asloterias.com.br no dia 19/03/2019;;;;;;;;;
Visite o site para baixar a versão mais atualizada deste arquivo!;;;;;;;;;
;;;;;;;;;
TODOS RESULTADOS DA TIMEMANIA POR ORDEM DE SORTEIO;;;;;;;;;
;;;;;;;;;
Concurso;Data;bola 1;bola 2;bola 3;bola 4;bola 5;bola 6;bola 7;Time do Coração
136;28/08/2010;13;11;52;22;41;3;36;OPERARIO/MS
135;25/08/2010;23;49;62;8;9;55;58;JUVENTUS/SP
134;21/08/2010;49;2;4;78;51;60;75;NACIONAL/AM
133;18/08/2010;62;14;26;4;20;52;66;FLUMINENSE/RJ
132;14/08/2010;26;66;36;19;71;39;78;INTERNACIONAL/RS
131;11/08/2010;41;11;4;42;40;39;24;UNIÃO BARBARENSE/SP
130;07/08/2010;45;76;30;68;12;51;57;ATLÉTICO/GO
129;04/08/2010;10;69;8;22;28;55;70;FORTALEZA/CE
128;31/07/2010;70;27;20;78;38;8;16;INTER LIMEIRA/SP
127;28/07/2010;48;79;1;78;19;9;35;INTERNACIONAL/RS
126;24/07/2010;37;17;64;23;72;30;16;CORITIBA/PR
125;21/07/2010;25;72;5;19;41;56;69;BARUERI/SP
124;17/07/2010;46;16;43;70;1;71;20;BARUERI/SP
123;10/07/2010;54;60;3;17;61;37;56;BRAGANTINO/SP
122;03/07/2010;64;67;52;70;48;49;69;RIVER/PI
121;26/06/2010;67;31;47;8;35;43;76;MARÍLIA/SP
120;19/06/2010;14;1;73;44;7;46;51;BRASILIENSE/DF
119;12/06/2010;72;11;56;44;19;28;41;SÃO PAULO/SP
118;05/06/2010;60;30;68;59;66;29;42;INTERNACIONAL/RS
117;29/05/2010;51;76;40;79;61;10;33;CRUZEIRO/MG
116;22/05/2010;12;62;65;34;4;24;54;XV NOV. PIRACICABA/SP
115;15/05/2010;35;72;20;55;49;3;54;RIO BRANCO/AC
114;08/05/2010;17;68;60;79;44;77;18;PALMEIRAS/SP
113;30/04/2010;39;17;75;24;4;69;77;UNIÃO S.JOÃO/SP
112;24/04/2010;50;70;39;60;5;67;7;RIVER/PI
111;17/04/2010;2;1;67;69;13;31;8;AMÉRICA/RJ
110;10/04/2010;42;41;63;3;14;59;24;UNIÃO SÃO JOÃO/SP
109;03/04/2010;12;51;10;68;8;15;66;SANTOS/SP
108;27/03/2010;34;38;26;5;79;78;20;CORINTHIANS/SP
107;20/03/2010;58;13;38;46;6;9;80;BAHIA/BA
106;13/03/2010;19;11;18;17;59;73;75;INTER LIMEIRA/SP
105;06/03/2010;10;2;51;75;52;3;17;MARÍLIA/SP
104;27/02/2010;4;66;62;69;58;61;80;UNIÃO SÃO JOÃO/SP
103;20/02/2010;21;3;80;16;42;71;7;RORAIMA/RR
102;13/02/2010;28;49;34;77;45;26;48;GAMA/DF
101;06/02/2010;1;76;80;46;63;59;60;CEARÁ/CE
100;30/01/2010;38;36;74;58;72;70;14;PAYSANDU/PA
99;23/01/2010;12;52;63;60;28;66;5;LONDRINA/PR
98;16/01/2010;35;28;41;71;40;5;50;GOIÁS/GO
97;09/01/2010;60;4;45;40;15;66;38;AMÉRICA/RJ
96;26/12/2009;9;4;51;20;32;80;36;PORTUGUESA DESPORTOS/SP
95;19/12/2009;67;34;74;73;30;36;13;AMÉRICA/RN
94;12/12/2009;52;46;34;12;56;79;7;IPATINGA/MG
93;05/12/2009;46;60;47;8;17;4;30;MOTO CLUBE/MA
92;28/11/2009;62;9;40;39;1;4;56;YPIRANGA/AP
91;21/11/2009;17;5;76;12;25;57;52;ATLÉTICO/GO
90;14/11/2009;73;65;68;71;76;44;69;SÃO PAULO/SP
89;07/11/2009;41;4;8;62;72;73;10;RIVER/PI
88;31/10/2009;60;9;75;19;65;40;18;PALMEIRAS/SP
87;24/10/2009;55;21;11;37;72;34;25;VASCO DA GAMA/RJ
86;17/10/2009;71;80;41;23;19;32;55;JUVENTUS/SP
85;10/10/2009;50;67;9;21;17;36;64;AMÉRICA/MG
84;03/10/2009;4;7;10;73;34;3;27;SAMPAIO CORRÊA/MA
83;26/09/2009;62;28;25;52;11;78;48;RORAIMA/RR
82;19/09/2009;30;46;42;43;57;64;63;FIGUEIRENSE/SC
81;12/09/2009;66;12;7;80;15;6;68;AMÉRICA/RJ
80;05/09/2009;43;15;8;48;44;42;20;CRB/AL
79;29/08/2009;8;80;37;46;52;39;2;NACIONAL/AM
78;22/08/2009;38;56;22;44;48;39;52;VITÓRIA/BA
77;15/08/2009;23;19;20;44;49;64;57;BANGU/RJ
76;08/08/2009;51;25;64;46;34;52;76;TREZE/PB
75;01/08/2009;50;59;52;12;6;22;72;RIVER/PI
74;25/07/2009;51;25;60;40;20;3;31;AMÉRICA/RJ
73;18/07/2009;39;7;3;75;57;42;48;TREZE/PB
72;11/07/2009;1;21;55;6;26;40;36;PORTUGUESA DESPORTOS/SP
71;04/07/2009;28;52;27;3;78;9;8;PAYSANDU/PA
70;27/06/2009;6;45;8;19;46;73;18;MARÍLIA/SP
69;20/06/2009;78;5;55;10;71;8;38;TUNA LUSO/PA
68;13/06/2009;80;52;4;41;24;13;49;REMO/PA
67;06/06/2009;70;13;20;32;74;79;21;ATLÉTICO/GO
66;30/05/2009;16;4;17;24;71;31;59;UBERLÂNDIA/MG
65;23/05/2009;11;28;72;79;59;36;14;CORITIBA/PR
64;16/05/2009;77;64;44;51;71;56;40;SERGIPE/SE
63;09/05/2009;13;17;45;62;56;29;48;AMÉRICA/MG
62;02/05/2009;59;16;80;69;19;70;33;INTERNACIONAL/RS
61;25/04/2009;14;70;4;50;41;64;42;JUVENTUDE/RS
60;18/04/2009;55;53;39;69;24;23;54;RIO BRANCO/ES
59;11/04/2009;27;9;30;2;72;61;38;SPORT/PE
58;04/04/2009;30;9;47;38;4;32;71;JUVENTUDE/RS
57;29/03/2009;56;23;41;31;61;67;12;BOTAFOGO/RJ
56;21/03/2009;76;14;45;18;44;61;60;IPATINGA/MG
55;15/03/2009;77;26;43;69;60;37;14;ATLÉTICO/GO
54;07/03/2009;38;40;8;20;18;71;48;FLAMENGO/RJ
53;28/02/2009;66;71;1;13;60;16;44;GAMA/DF
52;22/02/2009;71;55;42;38;53;29;1;RIO BRANCO/ES
51;15/02/2009;30;28;67;27;15;43;52;MARÍLIA/SP
50;08/02/2009;5;24;20;23;77;72;56;VILA NOVA/GO
49;01/02/2009;38;20;12;36;27;17;69;CEARÁ/CE
48;24/01/2009;59;65;16;52;33;20;80;ATLÉTICO/MG
47;18/01/2009;79;25;29;46;64;27;73;XV NOV. PIRACICABA/SP
46;10/01/2009;60;69;8;57;16;36;75;UBERLÂNDIA/MG
45;04/01/2009;28;55;20;71;34;26;76;SPORT/PE
44;28/12/2008;20;66;76;27;21;64;30;SANTOS/SP
43;21/12/2008;23;42;10;66;60;52;73;FLAMENGO/RJ
42;14/12/2008;19;41;8;78;50;71;47;BARUERI/SP
41;07/12/2008;79;25;63;37;75;42;19;BANGU/RJ
40;30/11/2008;64;76;36;45;54;35;9;FIGUEIRENSE/SC
39;23/11/2008;61;13;31;28;80;52;41;RIO BRANCO/ES
38;16/11/2008;21;69;71;30;35;8;49;GOIÁS/GO
37;09/11/2008;51;55;12;19;37;6;8;SÃO RAIMUNDO/AM
36;01/11/2008;10;42;54;72;20;58;59;MIXTO/MT
35;26/10/2008;77;20;16;50;25;70;75;FORTALEZA/CE
34;19/10/2008;28;57;48;29;56;60;34;VASCO DA GAMA/RJ
33;11/10/2008;62;78;35;30;79;29;13;SÃO RAIMUNDO/AM
32;05/10/2008;54;19;2;23;25;45;41;VITÓRIA/BA
31;28/09/2008;70;1;63;12;46;52;74;BAHIA/BA
30;21/09/2008;9;69;19;44;33;20;1;AMÉRICA/RN
29;14/09/2008;49;8;34;4;25;68;52;RIO BRANCO/AC
28;07/09/2008;78;26;15;66;55;24;72;SANTOS/SP
27;31/08/2008;8;20;55;31;54;4;48;GRÊMIO/RS
26;24/08/2008;48;22;54;7;74;70;14;ATLÉTICO/MG
25;17/08/2008;47;4;49;23;51;75;44;YPIRANGA/AP
24;10/08/2008;62;78;72;80;59;61;4;PARANÁ/PR
23;03/08/2008;17;12;20;62;16;23;60;GAMA/DF
22;27/07/2008;7;52;78;21;4;55;60;LONDRINA/PR
21;20/07/2008;15;59;80;75;1;46;65;FLUMINENSE/RJ
20;13/07/2008;19;39;64;73;37;53;28;FIGUEIRENSE/SC
19;06/07/2008;44;60;49;26;75;55;38;CSA/AL
18;29/06/2008;33;54;63;26;15;9;70;PORTUGUESA DESPORTOS/SP
17;22/06/2008;10;50;23;12;30;20;53;FIGUEIRENSE/SC
16;15/06/2008;57;5;52;59;38;55;42;FORTALEZA/CE
15;08/06/2008;3;58;20;21;9;25;64;VILA NOVA/GO
14;31/05/2008;68;15;19;51;60;57;32;BRASILIENSE/DF
13;24/05/2008;75;37;6;79;73;28;32;UNIÃO BARBARENSE/SP
12;17/05/2008;15;2;73;13;24;56;39;AMÉRICA/RN
11;10/05/2008;37;75;3;12;71;11;50;PAULISTA/SP
10;04/05/2008;23;74;37;14;1;53;59;JI-PARANÁ / RO
9;27/04/2008;5;56;69;37;78;24;58;PALMAS/TO
8;20/04/2008;75;48;76;50;71;61;74;ATLÉTICO/MG
7;13/04/2008;42;15;77;37;18;55;29;UBERLÂNDIA/MG
6;05/04/2008;55;60;8;17;80;1;59;RIO BRANCO/AC
5;29/03/2008;15;58;24;20;23;54;51;MIXTO/MT
4;22/03/2008;66;71;15;38;70;68;54;SÃO RAIMUNDO/AM
3;15/03/2008;36;43;9;74;72;29;21;NÁUTICO/PE
2;08/03/2008;77;18;31;25;20;63;50;SÃO PAULO/SP
1;01/03/2008;71;51;63;57;24;80;31;PALMAS/TO
